seed,MAE,RMSE,max_abs_error,year_of_max_error,final_year_abs_error,best_epoch,best_validation_loss,epochs_completed,early_stopping_triggered,training_time_seconds,avg_seconds_per_epoch,pure_inference_time_seconds,parameter_count,evaluation_time_points,checkpoint_dir,prediction_file
20250111,0.0045434287268037,0.0063816763489949,0.0241231907171912,36.79671457905544,0.0013465298957847,8,0.0071607730351388,10,False,17020.5,1702.05,90.89986629999476,75992,731,outputs/revision/checkpoints/tft/20250111_10epoch,outputs/revision/predictions/tft_20250111_10epoch.csv
20250112,0.0048606190394588,0.0071641229252548,0.0288648939616499,36.49007529089665,0.0035333419701419,3,0.0079311029985547,7,True,14573.4,2081.9142857142856,86.13304369999969,75992,731,outputs/revision/checkpoints/tft/20250112_10epoch,outputs/revision/predictions/tft_20250112_10epoch.csv
20250113,0.0042216237650024,0.005574644175069,0.0182220595585428,36.49007529089665,0.0031168548989626,4,0.0078025991097092,8,True,14425.2,1803.15,92.54129510000348,75992,731,outputs/revision/checkpoints/tft/20250113_10epoch_test,outputs/revision/predictions/tft_20250113_10epoch.csv
