model,seed_count,MAE_mean,MAE_std,RMSE_mean,RMSE_std,max_abs_error_mean,max_abs_error_std,final_year_abs_error_mean,final_year_abs_error_std,training_time_seconds_mean,training_time_seconds_std,pure_inference_time_seconds_mean,pure_inference_time_seconds_std,best_validation_loss_mean,best_validation_loss_std,best_epoch_values
TFT,3,0.004541890510421633,0.0002608709959304676,0.0063734811497729,0.0006489278569511249,0.02373671474579463,0.004353504625803615,0.0026655755882963998,0.0009480775370243128,15339.700000000003,1190.0440580079376,89.85806836666598,2.71789485960841,0.0076314917144675665,0.0003369573352457426,"8,3,4"
