series_id,Cs,D28,m_aging,cover_mm,C_th,t_init_idx,t_init_year,onset_observed
188,4.240118356872791,4.033288319657158e-12,0.24634487543631098,87.8551962442427,0.7486720610198261,,,False
189,5.344648215271638,3.727339715501847e-12,0.2548993267031579,89.95231387445652,0.7184740012971261,,,False
190,4.533648040549462,3.760568304336647e-12,0.3257442912521134,76.88746556238982,0.7355550469144277,,,False
191,5.451575198978514,4.098204925880702e-12,0.29353443675288227,41.583135093344865,0.6575077594532952,161.0,12.342231348391513,True
192,5.36417972950845,3.743591803565631e-12,0.3505834726884274,65.86095334640885,0.793874914259704,,,False
193,5.111703172138432,3.180586896204976e-12,0.3156765638024302,68.14438786080348,0.6913548451294496,,,False
194,3.587589458189435,3.992550480765145e-12,0.22168572536962244,57.694861108210375,0.8803582616155801,509.0,39.01984941820671,True
195,3.8990473672668995,4.360526641373717e-12,0.3195244949665411,57.95868956378284,0.8284265653040992,,,False
196,4.143312019392192,3.46123923295479e-12,0.27814454954669027,72.2862622686674,0.8005684909489619,,,False
197,3.6286134949539903,3.8115541776428726e-12,0.32469635236023325,57.46263946446959,0.6382444284792219,,,False
198,3.8551588108840806,3.6566392076591605e-12,0.3164266183821757,50.130594131603665,0.7261482632668265,632.0,48.44900752908966,True
199,4.8877542637823534,4.906814105778531e-12,0.3131106872129958,43.91877868004746,0.820980828855411,237.0,18.168377823408623,True
200,5.14233238813397,4.0259536580401615e-12,0.34172172357218944,104.23714888278417,0.7146632201934449,,,False
201,4.552001778005794,3.945077435758518e-12,0.249828321447063,59.326139501763805,0.8039362790530761,470.0,36.030116358658454,True
202,5.148161723197164,4.145803247980744e-12,0.3009359160021653,76.04682561367456,0.7211005834137229,,,False
203,5.070035966009001,4.827361462683471e-12,0.31670349583384233,92.19821788626274,0.7029278973147858,,,False
204,4.479168859740685,3.659120892983364e-12,0.39495311730985677,64.45250000229497,0.7738245296243594,,,False
205,3.5885710168705707,3.886769010312814e-12,0.28189574179022947,53.00044330380932,0.840911745940749,658.0,50.44216290212184,True
206,4.086886304294954,3.5997065652805376e-12,0.26279950129780905,54.343810442935734,0.8848564172463704,596.0,45.68925393566051,True
207,4.038067721425582,3.197430882196646e-12,0.28005712968649715,44.72996085851972,0.7949356667638175,423.0,32.427104722792606,True
208,5.061163111255335,3.572838291184859e-12,0.24059448727354732,55.18973099863663,0.7066594641948375,325.0,24.914442162902123,True
209,5.040664104315481,4.304815205350619e-12,0.3882148226625459,85.32318242889265,0.7623912399146504,,,False
210,4.139440316754349,3.7365182830460486e-12,0.3140618203445805,79.90671791392336,0.7014862035314506,,,False
211,5.0834875961402375,4.1626016510174614e-12,0.3005878661339998,108.00554180717052,0.8364018046708569,,,False
212,3.929438732969447,4.3215130949940625e-12,0.31135893595898384,80.41916458682647,0.6211141901475826,,,False
213,4.4342872293332745,4.62265010893786e-12,0.336199936572678,62.6519980432972,0.7554839056794281,,,False
214,4.965236424426125,3.072132103068153e-12,0.2747578685325729,68.9810981642263,0.715662994156774,,,False
215,4.126044564056803,3.7364616526281945e-12,0.22074442502889807,83.63271782070271,0.6982564851219033,,,False
216,5.5359560545790885,3.860237788172874e-12,0.3333041557131658,53.312562604907754,0.6028380678541286,456.0,34.95687885010267,True
217,5.842906398818404,3.6303077933766914e-12,0.3232775559321504,97.53343064941905,0.8116974149267174,,,False
218,4.110985145219957,3.630151412222111e-12,0.36950366533526713,81.43804109913998,0.7769341478498093,,,False
219,3.9911977693651366,4.238024320256787e-12,0.4104187602546661,47.733358757672306,0.9258702294083537,,,False
220,4.581610247325359,3.8837984948995365e-12,0.2949888708474263,69.24905729456046,0.7465932459908783,,,False
221,4.668878027034446,4.179413555621764e-12,0.36980211534945057,40.87873267664506,0.654985331686852,322.0,24.684462696783026,True
222,4.412057460807459,4.004446108376555e-12,0.35382789574891726,65.10481179635093,0.717982556590218,,,False
223,4.962319142032755,3.965707754593184e-12,0.2965392341872772,71.40095546578247,0.6903333530834085,,,False
224,4.911699299278496,3.719129376133707e-12,0.3474948266140708,109.86730844425625,0.850859276847029,,,False
225,4.096904938015772,4.460066196811496e-12,0.31399528518811715,45.08206038149666,0.8440642547958,381.0,29.207392197125255,True
226,4.447516641261423,3.976695101481425e-12,0.3083682444205906,46.89853565773805,0.7026135367503485,349.0,26.754277891854894,True
227,4.304716495400921,4.172088177340274e-12,0.2635415925838476,104.51080014488107,0.7804939441359197,,,False
228,4.51746838492779,4.017598711484224e-12,0.2679514080277856,85.47946906249418,0.6039964574312093,,,False
229,4.714840910531106,4.250777968934231e-12,0.3029088594060473,40.332377491583195,0.9071287103584409,247.0,18.934976043805612,True
230,4.113435135421033,4.256608930942275e-12,0.2985051761657897,66.18075783468018,0.6561695581943513,,,False
231,4.3268032305600075,4.743285705158382e-12,0.3024487340354952,69.05446084967525,0.7199906908565336,,,False
232,4.371857472023834,3.3088901682473593e-12,0.2965707749674299,68.6265299248702,0.6811224529733577,,,False
233,4.685899602344409,4.294902108443727e-12,0.30030508171256787,66.16440231332771,0.7128914535120231,751.0,57.57152635181382,True
234,3.6707190620863095,3.288644367974522e-12,0.23668347341673002,58.62499398941492,0.9576323585482411,,,False
235,4.192871098857985,3.5034924861998234e-12,0.34798081820751264,75.66247667029177,0.7630456950722934,,,False
236,4.119408313664724,3.6314161830582313e-12,0.32708283043854863,108.73310370297749,0.7686662915962782,,,False
237,4.829566229812911,3.497069976888056e-12,0.30939652661341405,66.94707049901656,0.6929232984085775,,,False
238,3.9970104573630687,3.8467210459646186e-12,0.286656727926266,77.59552273896242,0.8151834667474515,,,False
239,4.42447750093348,3.6240464766687663e-12,0.27416705546130093,54.42992624982275,0.7232422605742213,471.0,36.106776180698155,True
240,5.048385704828955,3.865226199280856e-12,0.21740607493620567,109.3604173810304,0.7029634809580527,,,False
241,3.812521487897173,3.199510221577754e-12,0.20684466933813966,91.34665938326285,0.6816439137400683,,,False
242,4.243545862976106,4.2622812520112874e-12,0.34745138633134975,106.09053345976851,0.6623402440239425,,,False
243,5.039237608971914,3.884062043494084e-12,0.3291695481756375,94.7188733073298,0.9556688383112116,,,False
244,5.08860115960324,3.845147983968838e-12,0.4192030149996299,55.74441967798298,0.722362245740446,,,False
245,2.8782408032819555,3.828024035094394e-12,0.32021749696576224,49.58444637437045,0.6283061701407556,721.0,55.27173169062286,True
246,4.097583319593482,4.2171560857135245e-12,0.35568243893912044,45.36344161108774,0.7387244774250684,520.0,39.8631074606434,True
247,5.378399476486721,3.683186927026243e-12,0.2960972415092709,75.45739010022709,0.6819276663634193,,,False
248,4.717482521853982,3.5472307591499953e-12,0.29421445756412795,77.6148960201716,0.6234526457876978,,,False
249,4.0304563946342284,3.3763520850791253e-12,0.2631174614935087,103.58914100750694,0.6591879652634829,,,False
250,4.54729783810782,4.696526575298342e-12,0.32993277089316625,58.333064058000915,0.7293403294416253,641.0,49.138945927446954,True
251,5.292427892696925,4.2979564341790095e-12,0.3402227285107663,64.62783215681972,0.7734449416357283,,,False
252,4.1077332676893406,4.474919093670884e-12,0.20779406040762566,65.44620582538471,0.7739774737310837,397.0,30.43394934976044,True
253,4.336089235383121,3.494397001635975e-12,0.2862327875092537,95.43682735222757,0.8065006670820934,,,False
