series_id,Cs,cover_m,cover_mm,D28,m_aging,C_th,t_init_idx,t_init_year,onset_observed
102,1.2909291189986989,0.07237034369476875,72.37034369476875,7.985574650861571e-12,0.21157935841874204,0.3500065240497595,373.0,28.594113620807665,True
103,1.3405657609448767,0.10064687048091081,100.6468704809108,7.530105498697808e-12,0.3922137056702145,0.1951325798020443,,,False
104,0.4929632969280535,0.05918002812259978,59.18002812259978,5.5484026988432946e-12,0.23048213124088265,0.09091176948106904,227.0,17.401779603011637,True
105,0.528043069270324,0.053549196538528646,53.54919653852865,5.122513391687477e-12,0.23546373984915261,0.4847755460530061,,,False
106,0.8498628985009622,0.04242589992367705,42.42589992367705,4.04428210652868e-12,0.32394412456369254,0.29153621895814746,,,False
107,0.9987453042437852,0.08002253615169516,80.02253615169516,5.6869869497962826e-12,0.38967933626413975,0.34558245616924166,,,False
108,0.32109131369824695,0.0768091688757088,76.80916887570879,6.636104210832581e-12,0.38859395407465425,0.27697559522520726,,,False
109,1.013013808582261,0.09514708654503104,95.14708654503104,6.125436180441727e-12,0.38043103366494724,0.44287511511662303,,,False
110,0.3112725357950493,0.05682964289963355,56.82964289963355,4.908559509808275e-12,0.2627288648499493,0.49615879048589295,,,False
111,1.4723164314535422,0.04186779007692339,41.86779007692339,6.167470558794511e-12,0.31257093749055853,0.23069434589531784,123.0,9.429158110882957,True
112,0.43889774310437524,0.10089257942130875,100.89257942130875,5.522100087482259e-12,0.23960122339166634,0.25502489203319356,,,False
113,0.5360582721959599,0.05032950234895641,50.32950234895641,7.122405640814883e-12,0.34916079716407933,0.2746353862214797,,,False
114,1.0060675531366805,0.04236065130511056,42.36065130511056,4.840481854810984e-12,0.2623744573793746,0.24962929570862352,221.0,16.941820670773442,True
115,0.6177427085372931,0.0449805359766447,44.980535976644695,7.805112142815711e-12,0.23889842476096596,0.09063964829767454,62.0,4.7529089664613275,True
116,0.2671737213832589,0.06176341314020026,61.76341314020026,8.11258666289358e-12,0.24818165473759818,0.29651917855443943,,,False
117,0.25280629561544143,0.08199158272638886,81.99158272638886,5.347316561746701e-12,0.34095647626129066,0.38635530765718396,,,False
118,0.5685053958789229,0.09819007906319259,98.19007906319258,7.584004416383252e-12,0.27335855876192267,0.3930004943761901,,,False
119,1.0015638055237421,0.07433364977276857,74.33364977276857,3.988638292704607e-12,0.40353063869162703,0.12039260948107525,,,False
120,0.7762803815668966,0.09723541701622995,97.23541701622995,5.88959722607213e-12,0.294547319631405,0.4251922149467585,,,False
121,0.4280473755194161,0.05603714178168263,56.03714178168263,4.181635981722112e-12,0.4209347632148861,0.27183660879409877,,,False
122,0.6109056160843214,0.10128536432353602,101.28536432353602,7.886370471099238e-12,0.3162138965132424,0.508775735916212,,,False
123,1.1655784773702504,0.1084476518561778,108.4476518561778,5.429862859345127e-12,0.20329236108782908,0.14392994292340036,653.0,50.05886379192334,True
124,1.5942642449379678,0.05646076352625992,56.460763526259925,6.881687471589031e-12,0.2084580297030348,0.48871793092232985,290.0,22.23134839151266,True
125,0.8290837543542406,0.07620585769595681,76.20585769595681,7.320679318489071e-12,0.28731605970343166,0.4869426267626906,,,False
126,0.9869668177984915,0.06982274420233317,69.82274420233317,4.770762690992059e-12,0.3080309441407234,0.20145438907573382,,,False
127,1.4160894376769626,0.09175712717110103,91.75712717110103,7.837445776001968e-12,0.40213296209461313,0.2620772465160014,,,False
128,1.625932820910522,0.09223591177989032,92.23591177989033,5.355886146784261e-12,0.38550742831042006,0.3758715353130102,,,False
129,0.4045501268783141,0.08482493158298798,84.82493158298799,6.922788190092343e-12,0.2798522317818146,0.41921508066274515,,,False
130,0.23249063489913968,0.04387915517845552,43.87915517845552,7.557363374246023e-12,0.3106124022963109,0.47640842397507466,,,False
131,0.4236331426820439,0.0553080024464104,55.3080024464104,6.7339658625051225e-12,0.3621391257493869,0.2145771345429206,,,False
132,0.43055623980901336,0.07827956313964322,78.27956313964323,8.142572283277832e-12,0.33165800945104307,0.4146881252824368,,,False
133,1.2876049854618834,0.09300073540711842,93.00073540711843,5.424820640878997e-12,0.41206044975731404,0.4545439889359042,,,False
134,1.1223063139916436,0.10808743618378291,108.08743618378291,8.138636256422208e-12,0.43964550029227634,0.1295541356649195,,,False
135,0.4555025089937185,0.09151585531498116,91.51585531498115,7.437719493253626e-12,0.4488391904313789,0.36560372047225353,,,False
136,1.4962522898776194,0.0717235233878932,71.7235233878932,3.917320348285135e-12,0.27823016485403435,0.34870161260209476,,,False
137,1.1168650919653813,0.10433865686040447,104.33865686040447,8.425818890739067e-12,0.3917073778175313,0.3349472693036561,,,False
138,0.6233805510422898,0.05477384928929016,54.77384928929016,7.2593361771245115e-12,0.25405746305435994,0.09338552633657846,135.0,10.349075975359343,True
